Id,Response
2325,6
2327,7
2336,2
2339,7
2342,8
2347,8
2350,4
2360,6
2364,8
2369,1
2379,3
2394,7
2395,4
2399,8
2402,8
2410,8
2416,8
2420,8
2427,6
2434,8
2435,8
2441,8
2447,5
2452,6
2463,7
2467,5
2468,8
2470,6
2476,7
2483,1
2487,5
2492,8
2502,7
2504,4
2510,8
2511,1
2512,8
2517,8
2520,8
2521,8
2523,7
2524,5
2525,7
2526,4
2528,8
2530,3
2532,3
2536,4
2540,6
2541,6
2543,6
2549,8
2550,1
2556,4
2557,7
2559,7
2565,8
2566,8
2567,1
2568,4
2570,8
2573,8
2577,5
2578,7
2583,1
2586,5
2587,4
2588,7
2591,8
2597,8
2606,7
2607,8
2608,7
2611,1
2612,7
2613,8
2616,8
2621,8
2622,7
2634,8
2639,8
2642,1
2644,6
2650,1
2655,8
2664,8
2667,7
2670,5
2679,1
2681,7
2683,8
2685,8
2687,8
2696,4
2699,7
2712,1
2716,8
2720,8
2725,7
2726,8
2731,6
2733,8
2740,8
2742,7
2748,4
2749,8
2763,8
2771,8
2772,5
2773,6
2783,8
2784,8
2789,1
2796,4
2798,5
2799,8
2800,6
2802,8
2805,5
2809,6
2816,7
2817,7
2821,8
2822,8
2829,7
2832,3
2842,5
2844,6
2846,6
2851,6
2852,5
2853,8
2856,7
2862,2
2866,7
2868,4
2886,8
2892,5
2893,3
2898,8
2917,1
2923,1
2927,6
2930,8
2931,1
2935,8
2936,4
2961,1
2964,8
2967,8
2968,7
2970,6
2977,4
2978,8
2979,8
2985,4
2986,1
2989,7
2997,3
2999,8
3004,7
3008,7
3010,4
3020,8
3022,8
3024,7
3027,8
3032,8
3033,8
3048,3
3053,6
3056,8
3070,8
3071,1
3073,8
3080,7
3098,8
3099,4
3109,6
3110,7
3115,1
3121,8
3128,7
3132,1
3133,1
3141,8
3144,5
3145,4
3154,7
3159,6
3164,3
3168,1
3172,2
3176,6
3186,7
3193,4
3196,8
3199,4
3200,7
3209,8
3210,8
3214,5
3229,6
3230,6
3233,8
3242,3
3244,1
3249,6
3251,2
3253,1
3264,5
3271,3
3272,8
3274,7
3276,1
3280,4
3282,6
3285,7
3297,7
3298,8
3307,5
3309,7
3310,8
3312,5
3314,8
3315,4
3316,7
3319,6
3322,8
3327,7
3332,6
3334,8
3336,1
3338,7
3340,6
3343,1
3352,7
3353,8
3356,8
3357,8
3360,5
3365,8
3366,8
3367,8
3369,8
3374,4
3376,6
3381,8
3385,5
3386,7
3397,7
3403,5
3409,3
3414,8
3415,7
3423,8
3427,7
3428,7
3439,4
3441,8
3442,1
3447,6
3453,7
3456,3
3458,4
3459,6
3462,7
3464,8
3477,8
3480,5
3483,8
3490,6
3497,7
3498,7
3500,5
3504,5
3509,1
3510,8
3511,8
3525,4
3528,6
3529,1
3531,4
3532,8
3536,7
3537,2
3538,5
3547,3
3557,6
3572,8
3573,7
3588,8
3590,7
3597,7
3601,6
3602,7
3608,8
3611,6
3616,6
3619,7
3623,5
3638,5
3641,4
3643,8
3647,3
3648,7
3662,4
3663,8
3665,6
3679,7
3683,6
3692,7
3700,7
3705,6
3706,8
3711,8
3712,4
3716,3
3725,5
3727,8
3739,7
3740,5
3743,5
3744,1
3750,8
3751,5
3752,1
3753,5
3754,1
3761,8
3762,7
3764,2
3773,8
3774,4
3775,8
3776,8
3785,6
3788,8
3791,5
3792,7
3794,1
3797,7
3798,8
3807,3
3808,8
3810,5
3813,7
3815,8
3818,6
3820,1
3824,8
3832,8
3836,8
3837,7
3849,8
3853,5
3861,3
3862,7
3863,4
3867,3
3868,7
3871,8
3873,5
3874,7
3879,8
3881,7
3883,8
3887,6
3888,4
3889,2
3898,2
3901,8
3904,1
3905,4
3907,6
3911,2
3915,7
3917,4
3923,7
3925,2
3931,7
3934,8
3943,7
3946,6
3947,5
3949,5
3958,4
3959,7
3960,4
3969,8
3971,8
3973,8
3976,8
3979,8
3982,8
3992,8
3993,6
3995,7
3997,4
4002,8
4003,8
4006,8
4010,8
4011,7
4012,8
4019,8
4020,1
4026,5
4030,2
4033,4
4034,8
4038,3
4045,7
4046,8
4047,1
4048,8
4055,8
4061,8
4063,1
4066,7
4069,8
4076,7
4081,7
4086,8
4087,8
4094,8
4096,2
4105,5
4107,6
4110,4
4115,8
4128,1
4131,8
4136,1
4140,5
4141,5
4142,8
4146,7
4156,6
4159,8
4171,7
4174,1
4175,4
4180,8
4187,8
4191,1
4193,6
4197,8
4201,6
4203,4
4205,5
4206,3
4209,7
4213,8
4215,6
4220,8
4223,8
4225,7
4234,1
4241,6
4244,7
4247,5
4254,5
4255,1
4262,3
4263,8
4266,1
4269,8
4270,1
4271,4
4274,7
4279,6
4286,1
4287,6
4288,8
4290,1
4294,8
4296,6
4299,6
4302,8
4316,8
4320,5
4321,2
4324,4
4325,1
4326,8
4332,8
4334,8
4343,8
4348,6
4350,7
4353,7
4356,8
4361,7
4367,4
4369,7
4371,7
4373,6
4374,1
4376,8
4393,3
4394,6
4397,1
4398,8
4404,8
4410,5
4411,1
4412,8
4414,5
4415,8
4418,1
4420,8
4426,6
4427,8
4430,2
4431,4
4435,8
4437,4
4438,7
4458,4
4461,5
4462,3
4464,5
4482,8
4484,7
4489,2
4494,7
4496,7
4503,5
4508,2
4515,4
4516,8
4517,8
4518,6
4524,4
4525,1
4527,8
4529,8
4535,5
4538,1
4544,6
4545,4
4550,4
4551,7
4554,7
4563,7
4565,6
4573,6
4576,8
4578,7
4587,8
4590,4
4597,4
4600,8
4608,8
4612,4
4615,8
4616,7
4618,8
4620,4
4622,4
4624,7
4628,6
4631,8
4633,8
4646,4
4648,1
4655,8
4669,8
4673,7
4677,7
4680,8
4683,4
4691,1
4694,8
4697,8
4698,2
4704,6
4711,6
4713,5
4716,4
4724,5
4727,8
4730,5
4731,7
4732,6
4741,1
4742,8
4743,8
4753,8
4758,8
4762,1
4765,3
4782,1
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,5
4806,8
4809,7
4814,8
4823,8
4825,1
4830,6
4832,3
4833,2
4840,4
4841,7
4844,8
4845,8
4849,6
4858,8
4870,7
4875,8
4877,8
4882,5
4891,6
4900,5
4905,7
4907,5
4908,8
4923,7
4924,7
4925,8
4927,5
4933,7
4935,8
4941,1
4944,8
4946,4
4953,7
4956,1
4968,2
4985,1
4989,8
4995,1
5005,6
5010,1
5016,8
5018,8
5029,2
5031,4
5037,3
5039,7
5041,5
5043,7
5052,7
5055,5
5059,5
5063,8
5067,8
5070,7
5072,6
5073,6
5079,8
5086,5
5093,6
5094,1
5098,8
5101,8
5108,1
5112,8
5113,8
5119,8
5120,5
5121,7
5126,8
5127,8
5128,8
5131,3
5137,2
5146,8
5148,6
5150,6
5159,8
5160,8
5163,4
5170,7
5177,5
5179,8
5185,7
5188,8
5190,7
5191,4
5192,4
5195,1
5198,6
5208,4
5214,7
5215,7
5219,2
5220,8
5223,2
5224,2
5225,8
5227,3
5229,8
5231,1
5236,5
5237,6
5238,6
5240,5
5248,8
5252,8
5256,4
5269,8
5270,2
5272,8
5275,8
5276,6
5279,8
5280,6
5281,8
5291,6
5292,8
5294,1
5296,8
5302,7
5307,8
5312,8
5313,6
5314,8
5315,6
5316,6
5317,5
5318,6
5321,5
5322,8
5323,5
5324,8
5334,7
5343,1
5344,1
5345,7
5355,1
5364,7
5369,8
5371,8
5380,8
5385,1
5392,6
5395,7
5396,8
5398,8
5400,7
5402,8
5411,8
5412,1
5414,7
5417,6
5424,8
5427,7
5428,4
5430,5
5432,6
5438,1
5448,7
5459,1
5460,7
5461,5
5463,1
5477,3
5479,5
5481,8
5482,7
5491,2
5493,7
5506,6
5507,1
5517,6
5532,7
5533,6
5534,8
5541,8
5542,2
5548,1
5551,1
5553,4
5554,8
5565,7
5574,7
5575,8
5576,1
5583,6
5584,1
5586,1
5587,3
5588,8
5596,7
5597,8
5601,8
5603,7
5613,5
5614,8
5618,8
5619,7
5621,8
5622,8
5627,8
5628,4
5630,8
5633,1
5639,3
5643,7
5649,5
5653,7
5655,6
5664,1
5667,4
5670,8
5674,1
5678,7
5680,4
5687,3
5692,7
5694,7
5697,8
5701,2
5704,8
5710,6
5711,5
5716,1
5724,8
5725,1
5726,4
5727,7
5731,7
5749,4
5751,8
5755,6
5756,7
5761,8
5767,2
5768,4
5770,5
5772,2
5773,5
5775,8
5776,7
5784,1
5792,1
5793,6
5794,8
5797,7
5799,7
5800,8
5805,5
5809,8
5813,1
5817,8
5824,6
5829,4
5832,1
5835,4
5837,2
5847,8
5854,6
5857,4
5860,8
5872,4
5874,8
5876,3
5880,7
5882,6
5891,5
5892,1
5906,8
5922,8
5923,6
5927,5
5929,4
5941,3
5942,4
5945,8
5947,6
5950,8
5951,8
5952,5
5960,8
5965,7
5967,8
5974,8
5977,1
5984,2
5987,8
5991,5
5996,1
5997,8
6002,1
6005,4
6008,8
6009,3
6014,6
6027,6
6030,4
6033,8
6034,2
6035,8
6043,8
6046,5
6047,5
6048,6
6070,3
6071,4
6085,1
6090,6
6091,7
6092,6
6098,8
6106,8
6108,8
6111,1
6115,8
6117,2
6121,4
6124,7
6126,7
6129,7
6131,8
6141,7
6142,1
6143,4
6144,3
6147,6
6148,3
6155,6
6158,1
6159,1
6162,2
6166,8
6172,2
6177,1
6178,8
6181,5
6182,8
6185,6
6191,8
6195,8
6204,6
6205,7
6211,7
6212,8
6219,7
6220,7
6223,2
6226,8
6239,7
6243,8
6249,1
6252,8
6255,4
6260,4
6261,6
6263,4
6264,4
6270,1
6271,8
6272,5
6274,8
6277,1
6280,7
6284,6
6286,2
6288,5
6290,8
6293,6
6299,6
6301,7
6304,1
6306,4
6308,7
6309,5
6312,8
6321,6
6322,4
6331,3
6335,8
6340,7
6343,8
6344,1
6347,4
6348,4
6349,8
6350,7
6354,8
6355,4
6362,4
6367,7
6372,8
6375,8
6379,1
6384,1
6386,8
6390,6
6396,4
6401,3
6403,6
6408,4
6410,5
6420,8
6430,8
6436,8
6440,8
6442,8
6443,8
6444,4
6459,8
6466,7
6469,6
6474,8
6475,3
6476,1
6490,2
6491,3
6496,1
6497,7
6498,6
6499,6
6501,5
6514,1
6515,6
6524,8
6526,1
6532,7
6537,5
6538,6
6541,4
6546,5
6551,1
6554,5
6557,4
6560,4
6565,7
6566,6
6578,4
6582,8
6587,6
6593,7
6596,6
6611,7
6615,7
6620,8
6626,7
6627,6
6628,5
6635,7
6639,6
6641,4
6645,4
6660,8
6663,7
6669,7
6674,2
6682,7
6685,2
6687,8
6692,6
6695,8
6696,2
6699,6
6700,7
6701,7
6705,2
6707,5
6709,8
6711,8
6714,1
6722,5
6723,8
6724,7
6726,4
6733,6
6734,7
6735,8
6736,5
6738,5
6741,8
6746,8
6754,7
6758,1
6763,1
6764,2
6768,7
6778,1
6784,8
6785,6
6787,7
6806,4
6825,4
6830,1
6831,7
6832,5
6833,3
6835,1
6842,7
6843,1
6853,6
6859,3
6860,3
6862,6
6867,1
6868,7
6885,7
6888,1
6889,7
6897,1
6898,1
6900,7
6902,3
6903,4
6907,1
6909,1
6911,1
6925,8
6930,5
6931,2
6933,4
6937,6
6941,1
6948,7
6950,8
6956,8
6957,8
6960,8
6962,4
6969,2
6971,3
6973,1
6980,5
6983,2
6985,6
6999,8
7005,8
7006,8
7007,7
7012,1
7013,7
7016,5
7017,8
7020,5
7024,7
7026,1
7027,1
7029,5
7032,2
7034,8
7044,8
7054,1
7057,7
7058,5
7060,7
7065,5
7069,6
7071,8
7076,1
7077,5
7081,1
7082,4
7093,8
7095,2
7098,4
7099,1
7105,1
7106,5
7122,5
7129,8
7130,7
7135,5
7136,1
7137,1
7138,8
7141,6
7143,6
7159,8
7162,8
7165,4
7169,2
7171,3
7172,7
7175,7
7178,5
7182,5
7190,8
7194,4
7196,7
7205,8
7207,6
7210,8
7211,5
7216,8
7219,3
7222,6
7224,8
7234,5
7237,6
7242,4
7246,7
7247,1
7251,6
7252,4
7257,3
7276,5
7281,6
7286,8
7287,6
7295,6
7297,6
7300,7
7307,8
7308,1
7310,4
7315,1
7317,7
7318,7
7322,6
7325,7
7326,8
7332,7
7342,8
7345,8
7347,6
7349,6
7352,6
7353,1
7354,8
7370,7
7392,8
7394,8
7396,7
7397,6
7400,7
7402,1
7406,7
7409,8
7410,8
7412,7
7414,1
7419,8
7420,6
7421,8
7424,6
7428,1
7431,8
7435,8
7437,8
7445,5
7449,6
7456,7
7458,8
7459,3
7463,1
7464,7
7465,8
7467,8
7471,1
7472,5
7485,4
7494,1
7505,7
7511,8
7512,7
7513,3
7514,1
7515,4
7523,1
7530,7
7531,8
7536,8
7538,8
7542,1
7543,7
7549,5
7557,7
7559,7
7560,8
7563,5
7564,8
7567,8
7572,7
7575,1
7588,5
7595,5
7596,5
7602,6
7609,6
7612,7
7613,3
7621,6
7622,6
7624,8
7625,8
7629,8
7632,7
7634,7
7636,8
7637,1
7638,4
7640,1
7643,8
7648,7
7653,2
7654,8
7662,6
7671,8
7674,7
7682,4
7683,8
7686,6
7690,2
7692,8
7694,2
7695,4
7700,6
7714,3
7715,7
7721,8
7728,8
7737,5
7739,4
7745,2
7747,5
7761,8
7762,8
7763,7
7770,3
7771,6
7774,8
7776,1
7779,5
7793,7
7795,8
7796,8
7800,8
7803,8
7808,7
7811,6
7812,6
7813,2
7814,5
7818,1
7826,6
7827,8
7831,8
7834,7
7837,4
7841,8
7842,8
7843,2
7844,7
7851,8
7854,8
7856,8
7859,8
7866,5
7869,8
7870,6
7872,1
7886,6
7892,7
7893,7
7908,8
7910,8
7914,7
7919,5
7922,5
7930,3
7932,3
7947,1
7949,5
7950,8
7952,6
7953,6
7955,8
7960,6
7961,4
7962,7
7963,8
7967,1
7968,7
7975,5
7977,4
7980,7
7985,7
7987,7
7994,2
7995,8
7999,7
8005,8
8007,6
8009,8
8014,7
8017,4
8018,5
8024,4
8025,4
8026,6
8029,2
8031,8
8035,5
8049,6
8058,2
8060,7
8061,4
8070,4
8071,8
8072,4
8073,5
8075,5
8076,4
8081,7
8082,6
8090,7
8094,7
8097,5
8107,5
8112,5
8115,5
8120,3
8123,2
8128,4
8129,8
8133,7
8138,7
8142,4
8143,6
8145,6
8146,7
8147,5
8151,4
8153,8
8163,1
8167,8
8168,4
8169,7
8172,1
8178,1
8184,6
8185,6
8186,3
8187,7
8191,3
8196,5
8205,5
8206,8
8216,1
8218,6
8219,8
8227,7
8228,6
8230,8
8231,4
8234,8
8241,8
8242,7
8245,8
8246,7
8251,6
8254,5
8262,3
8269,8
8277,8
8286,7
8287,3
8288,4
8289,6
8292,6
8293,4
8294,1
8296,7
8306,3
8307,2
8314,7
8317,1
8320,7
8326,3
8329,4
8330,5
8331,2
8343,5
8350,5
8352,1
8354,5
8355,3
8356,5
8357,1
8364,7
8370,1
8381,1
8382,6
8383,8
8386,5
8389,7
8390,3
8393,7
8399,8
8400,3
8403,6
8404,1
8405,8
8409,6
8413,6
8417,6
8418,3
8423,6
8427,6
8431,8
8432,8
8434,8
8437,8
8447,6
8449,8
8457,4
8459,5
8461,2
8466,5
8467,8
8469,8
8479,4
8481,8
8493,6
8496,7
8501,8
8502,6
8508,6
8509,8
8514,8
8518,6
8519,7
8527,8
8530,8
8537,5
8539,7
8542,7
8547,7
8550,7
8554,5
8556,4
8560,8
8566,6
8569,7
8571,8
8572,7
8575,5
8580,4
8584,4
8585,8
8587,3
8593,6
8595,6
8597,4
8598,8
8599,4
8601,8
8607,1
8612,6
8621,8
8625,5
8630,8
8631,7
8633,7
8644,7
8650,1
8652,8
8656,8
8657,8
8659,8
8660,8
8665,6
8667,1
8668,4
8670,6
8682,8
8690,6
8692,7
8698,6
8702,3
8710,5
8713,8
8714,8
8715,7
8718,5
8719,3
8722,8
8737,6
8738,8
8739,8
8740,1
8745,3
8750,8
8754,1
8757,7
8762,1
8769,8
8773,8
8782,7
8790,7
8804,2
8815,6
8818,6
8819,8
8828,5
8831,6
8838,7
8841,2
8847,4
8849,1
8857,2
8860,1
8861,8
8875,7
8884,5
8889,7
8891,8
8893,8
8894,6
8897,8
8909,1
8928,7
8932,4
8933,4
8934,8
8938,8
8943,4
8946,5
8951,1
8953,4
8959,1
8960,2
8963,5
8968,8
8972,8
8973,2
8977,1
8978,4
8980,8
8984,1
8987,8
8989,8
8995,8
8996,8
9001,3
9003,1
9005,5
9007,7
9009,7
9012,7
9015,8
9024,4
9031,7
9032,6
9035,6
9053,8
9060,6
9067,7
9068,8
9077,7
9080,8
9084,8
9087,5
9090,4
9095,7
9098,4
9101,8
9108,6
9112,1
9113,7
9117,6
9123,6
9124,7
9127,6
9130,5
9132,5
9136,5
9138,8
9142,8
9143,5
9145,8
9146,4
9148,7
9151,1
9154,7
9158,6
9163,5
9169,4
9171,8
9176,5
9181,7
9185,8
9187,8
9188,8
9190,8
9204,8
9205,6
9207,4
9213,8
9220,6
9221,6
9224,5
9225,8
9227,8
9232,7
9234,8
9237,6
9238,8
9240,1
9248,7
9253,8
9254,7
9257,5
9264,2
9267,6
9269,8
9271,6
9272,7
9276,7
9278,4
9280,7
9281,8
9286,1
9288,6
9290,7
9291,8
9293,6
9294,8
9295,8
9298,8
9303,1
9304,8
9307,8
9309,8
9314,2
9315,6
9317,7
9318,7
9319,4
9320,6
9326,7
9331,1
9339,5
9342,5
9349,1
9353,1
9359,8
9362,1
9366,8
9376,1
9384,5
9386,7
9390,5
9396,7
9399,5
9402,4
9415,5
9420,6
9421,7
9422,7
9425,2
9428,8
9440,8
9441,4
9443,6
9451,8
9456,1
9457,1
9459,7
9465,4
9475,8
9483,1
9485,8
9488,7
9492,1
9494,1
9495,3
9498,4
9502,6
9506,5
9509,7
9512,8
9516,8
9520,8
9524,4
9531,1
9532,8
9538,7
9547,5
9549,4
9550,2
9552,8
9555,8
9563,8
9565,8
9574,7
9586,2
9587,8
9593,8
9594,6
9597,8
9600,1
9603,8
9607,7
9608,4
9609,3
9610,8
9612,8
9613,6
9618,2
9619,5
9621,4
9625,4
9638,8
9644,6
9650,1
9652,2
9654,8
9660,8
9665,7
9666,6
9668,5
9672,8
9674,8
9677,1
9683,5
9689,8
9690,6
9691,2
9701,8
9709,8
9712,8
9713,6
9714,6
9717,8
9720,7
9726,8
9729,6
9730,6
9741,8
9747,6
9763,8
9765,5
9771,8
9774,8
9777,5
9779,7
9783,3
9784,8
9791,8
9802,5
9810,5
9818,7
9820,7
9822,8
9825,3
9829,7
9832,7
9839,6
9846,7
9847,6
9852,4
9854,6
9855,1
9857,4
9860,4
9863,5
9866,5
9867,8
9869,8
9875,6
9879,1
9880,7
9885,5
9889,8
9890,6
9898,8
9900,2
9901,5
9917,8
9927,1
9928,5
9933,5
9937,6
9939,8
9940,1
9942,1
9945,8
9946,7
9950,8
9953,2
9954,1
9961,4
9975,8
9980,5
9983,8
9988,3
9989,4
9990,1
9991,7
9993,3
10000,5
10007,8
10010,8
10013,5
10019,4
10024,8
10026,5
10034,8
10037,4
10038,3
10045,6
10046,7
10056,7
10060,8
10062,8
10067,4
10070,2
10073,5
10074,8
10082,5
10086,7
10092,8
10096,8
10110,7
10111,6
10113,8
10115,4
10116,8
10117,5
10132,8
10135,4
10136,7
10144,7
10147,7
10154,7
10162,7
10164,6
10166,2
10167,7
10179,8
10184,8
10192,1
10203,4
10206,1
10215,7
10217,8
10222,6
10227,4
10231,8
10232,6
10236,4
10238,5
10248,5
10252,2
10262,8
10273,6
10288,6
10289,6
10290,7
10291,7
10292,6
10296,3
10302,6
10304,5
10311,6
10312,2
10313,3
10316,4
10318,7
10319,1
10320,7
10324,1
10325,8
10329,1
10330,8
10332,3
10333,6
10344,8
10348,8
10349,4
10352,4
10353,7
10354,7
10356,8
10357,7
10360,7
10362,8
10367,1
10369,8
10370,8
10372,1
10376,7
10377,8
10379,8
10384,8
10388,6
10391,8
10395,8
10403,4
10405,5
10407,6
10411,7
10417,8
10418,8
10420,8
10422,2
10426,3
10447,7
10449,3
10450,4
10453,8
10455,2
10457,1
10458,1
10461,2
10463,1
10467,8
10470,6
10475,5
10482,8
10485,2
10495,6
10501,7
10504,7
10510,8
10513,1
10517,4
10525,2
10530,4
10536,8
10537,6
10540,5
10550,8
10551,3
10552,8
10557,8
10560,4
10562,4
10563,4
10566,1
10568,7
10578,6
10580,1
10587,8
10597,1
10599,7
10606,4
10608,8
10610,4
10614,1
10615,8
10617,6
10625,1
10629,8
10633,2
10636,5
10637,7
10640,8
10649,6
10653,6
10654,8
10656,1
10660,8
10662,7
10667,3
10669,8
10671,6
10672,6
10676,5
10677,8
10680,8
10681,1
10690,8
10702,2
10703,1
10706,8
10708,3
10710,6
10713,8
10718,4
10720,6
10724,1
10726,8
10732,8
10735,6
10739,6
10742,7
10746,1
10747,6
10748,8
10752,8
10754,8
10758,7
10766,7
10768,8
10771,7
10772,8
10781,1
10782,1
10786,7
10788,7
10789,4
10796,1
10798,8
10802,3
10804,5
10812,8
10824,2
10826,6
10833,5
10837,1
10840,1
10841,5
10842,7
10846,4
10848,8
10849,7
10850,8
10853,7
10855,8
10856,7
10858,8
10861,8
10867,7
10883,1
10890,6
10892,7
10893,6
10896,3
10897,1
10901,7
10907,7
10909,8
10910,1
10913,8
10921,8
10926,8
10929,8
10933,1
10936,8
10938,5
10940,4
10941,8
10942,5
10947,5
10949,5
10951,4
10952,3
10955,3
10977,8
10978,5
10979,4
10980,1
10993,1
10995,8
11000,6
11002,8
11008,4
11009,3
11017,8
11023,8
11026,4
11027,1
11036,7
11041,7
11050,7
11075,8
11077,4
11088,5
11090,7
11092,8
11097,1
11101,8
11110,6
11112,1
11113,5
11123,7
11124,4
11126,1
11135,6
11136,1
11139,7
11146,7
11159,6
11166,7
11173,1
11174,2
11177,7
11178,4
11180,7
11188,5
11189,6
11190,3
11192,7
11203,4
11206,1
11209,6
11215,8
11224,8
11225,1
11227,5
11231,3
11242,7
11245,5
11246,6
11249,5
11251,8
11253,8
11255,8
11257,3
11258,8
11265,2
11268,1
11270,8
11272,1
11277,4
11278,7
11282,6
11285,3
11288,7
11293,1
11295,4
11296,1
11301,8
11311,6
11317,4
11320,6
11323,8
11325,4
11331,8
11332,3
11342,4
11345,7
11350,6
11356,1
11357,6
11383,4
11386,8
11387,6
11388,8
11390,1
11392,8
11394,3
11406,6
11410,1
11412,8
11417,4
11418,6
11423,4
11424,3
